"region","species","year","size_group_1","size_group_2","entity_1_count_mA","entity_2_count_mB","obs_cooccur_X","total_N","p_value","exp_cooccur","alpha_mle","alpha_medianInt","conf_level","ci_blaker","ci_cp","ci_midQ","ci_midP","jaccard","sorensen","simpson","errornote"
"North Sea","Agonus cataphractus","1992","1","4",10,8,1,198,"0.3445",0.404,1.047,"[0.524, 1.653]",0.95,"[-2.148, 3.09]","[-2.857, 3.283]","[-1.654, 2.894]","[-2.168, 3.067]",0.059,0.111,0.125,NA
"North Sea","Agonus cataphractus","1992","1","5",10,11,5,198,"4.2323e-05",0.556,3.356,"[3.079, 3.623]",0.95,"[1.867, 5.039]","[1.645, 5.124]","[1.924, 4.82]","[1.83, 4.923]",0.312,0.476,0.5,NA
"North Sea","Agonus cataphractus","1992","2","3",19,16,9,198,"6.9755e-07",1.535,3.058,"[2.878, 3.226]",0.95,"[1.839, 4.301]","[1.755, 4.431]","[1.924, 4.236]","[1.877, 4.29]",0.346,0.514,0.562,NA
"North Sea","Agonus cataphractus","1992","2","4",19,8,2,198,"0.1724",0.768,1.212,"[0.896, 1.583]",0.95,"[-0.78, 2.903]","[-1.175, 3.035]","[-0.633, 2.745]","[-0.827, 2.851]",0.08,0.148,0.25,NA
"North Sea","Agonus cataphractus","1992","2","5",19,11,6,198,"1e-04",1.056,2.744,"[2.524, 2.956]",0.95,"[1.291, 4.078]","[1.241, 4.307]","[1.462, 4.062]","[1.395, 4.136]",0.25,0.4,0.545,NA
"North Sea","Agonus cataphractus","1992","3","4",16,8,3,198,"0.019",0.646,2.078,"[1.796, 2.382]",0.95,"[0.413, 3.642]","[0.113, 3.844]","[0.488, 3.554]","[0.361, 3.654]",0.143,0.25,0.375,NA
"North Sea","Agonus cataphractus","1992","3","5",16,11,6,198,"3.7916e-05",0.889,3.015,"[2.784, 3.237]",0.95,"[1.514, 4.397]","[1.479, 4.618]","[1.709, 4.362]","[1.637, 4.442]",0.286,0.444,0.545,NA
"North Sea","Agonus cataphractus","1992","4","5",8,11,3,198,"0.0062",0.444,2.579,"[2.273, 2.901]",0.95,"[0.862, 4.291]","[0.558, 4.424]","[0.949, 4.108]","[0.812, 4.221]",0.188,0.316,0.375,NA
"North Sea","Agonus cataphractus","1993","1","2",17,15,8,198,"2.2713e-06",1.288,3.056,"[2.865, 3.236]",0.95,"[1.706, 4.378]","[1.696, 4.475]","[1.88, 4.269]","[1.827, 4.328]",0.333,0.5,0.533,NA
"North Sea","Agonus cataphractus","1993","1","3",17,13,5,198,"0.0021",1.116,2.176,"[1.981, 2.381]",0.95,"[0.896, 3.457]","[0.674, 3.601]","[0.903, 3.402]","[0.836, 3.46]",0.2,0.333,0.385,NA
"North Sea","Agonus cataphractus","1993","1","4",17,5,1,198,"0.3647",0.429,1.01,"[0.454, 1.636]",0.95,"[-2.23, 3.119]","[-2.94, 3.402]","[-1.722, 2.951]","[-2.249, 3.152]",0.048,0.091,0.2,NA
"North Sea","Agonus cataphractus","1993","1","5",17,6,3,198,"0.009",0.515,2.513,"[2.162, 2.863]",0.95,"[0.721, 4.309]","[0.415, 4.616]","[0.823, 4.205]","[0.674, 4.356]",0.15,0.261,0.5,NA
"North Sea","Agonus cataphractus","1993","2","3",15,13,1,198,"1",0.985,0.018,"[-0.449, 0.59]",0.95,"[-3.098, 1.92]","[-3.806, 2.067]","[-2.63, 1.748]","[-3.12, 1.886]",0.037,0.071,0.077,NA
"North Sea","Agonus cataphractus","1993","2","4",15,5,0,198,"1",0.379,-10,"[-10, 0.592]",0.95,"[-10, 2.639]","[-10, 2.645]","[-6.402, -3.678]","[-10, 2.349]",0,0,0,NA
"North Sea","Agonus cataphractus","1993","2","5",15,6,2,198,"0.0674",0.455,1.909,"[1.538, 2.317]",0.95,"[-0.179, 3.688]","[-0.577, 3.96]","[-0.007, 3.589]","[-0.221, 3.732]",0.105,0.19,0.333,NA
"North Sea","Agonus cataphractus","1993","3","4",13,5,2,198,"0.0357",0.328,2.371,"[1.949, 2.814]",0.95,"[0.198, 4.33]","[-0.203, 4.646]","[0.392, 4.19]","[0.159, 4.371]",0.125,0.222,0.4,NA
"North Sea","Agonus cataphractus","1993","3","5",13,6,0,198,"1",0.394,-10,"[-10, 0.551]",0.95,"[-10, 2.44]","[-10, 2.564]","[-6.419, -3.718]","[-10, 2.277]",0,0,0,NA
"North Sea","Agonus cataphractus","1993","4","5",5,6,1,198,"0.144",0.152,2.21,"[1.584, 2.882]",0.95,"[-1.126, 4.478]","[-1.837, 4.785]","[-0.583, 4.259]","[-1.143, 4.507]",0.1,0.182,0.2,NA
"North Sea","Agonus cataphractus","1994","1","2",16,7,4,198,"9e-04",0.566,2.951,"[2.625, 3.261]",0.95,"[1.325, 4.678]","[1.061, 4.983]","[1.393, 4.589]","[1.275, 4.728]",0.211,0.348,0.571,NA
"North Sea","Agonus cataphractus","1994","1","3",16,8,4,198,"0.0017",0.646,2.664,"[2.382, 2.943]",0.95,"[1.123, 4.213]","[0.864, 4.474]","[1.174, 4.159]","[1.07, 4.265]",0.2,0.333,0.5,NA
"North Sea","Agonus cataphractus","1994","1","4",16,9,3,198,"0.0271",0.727,1.894,"[1.63, 2.185]",0.95,"[0.265, 3.46]","[-0.034, 3.577]","[0.332, 3.314]","[0.211, 3.403]",0.136,0.24,0.333,NA
"North Sea","Agonus cataphractus","1994","1","5",16,10,3,198,"0.0368",0.808,1.736,"[1.486, 2.019]",0.95,"[0.134, 3.274]","[-0.163, 3.362]","[0.196, 3.117]","[0.079, 3.199]",0.13,0.231,0.3,NA
"North Sea","Agonus cataphractus","1994","2","3",7,8,4,198,"3.7515e-05",0.283,4.034,"[3.637, 4.412]",0.95,"[2.248, 5.958]","[1.972, 6.283]","[2.355, 5.815]","[2.205, 5.999]",0.364,0.533,0.571,NA
"North Sea","Agonus cataphractus","1994","2","4",7,9,3,198,"0.0021",0.318,3.088,"[2.736, 3.445]",0.95,"[1.281, 4.833]","[0.973, 5.114]","[1.39, 4.736]","[1.235, 4.878]",0.231,0.375,0.429,NA
"North Sea","Agonus cataphractus","1994","2","5",7,10,2,198,"0.0422",0.354,2.187,"[1.819, 2.594]",0.95,"[0.099, 4.094]","[-0.299, 4.193]","[0.273, 3.84]","[0.057, 3.977]",0.133,0.235,0.286,NA
"North Sea","Agonus cataphractus","1994","3","4",8,9,4,198,"1e-04",0.364,3.542,"[3.206, 3.868]",0.95,"[1.878, 5.252]","[1.609, 5.535]","[1.957, 5.16]","[1.83, 5.299]",0.308,0.471,0.5,NA
"North Sea","Agonus cataphractus","1994","3","5",8,10,4,198,"2e-04",0.404,3.363,"[3.043, 3.676]",0.95,"[1.732, 5.025]","[1.466, 5.301]","[1.804, 4.945]","[1.683, 5.074]",0.286,0.444,0.5,NA
"North Sea","Agonus cataphractus","1994","4","5",9,10,2,198,"0.0685",0.455,1.847,"[1.509, 2.233]",0.95,"[-0.187, 3.569]","[-0.583, 3.733]","[-0.028, 3.422]","[-0.232, 3.54]",0.118,0.211,0.222,NA
"North Sea","Agonus cataphractus","1995","1","2",30,27,11,198,"4e-04",4.091,1.692,"[1.589, 1.798]",0.95,"[0.777, 2.669]","[0.681, 2.69]","[0.791, 2.585]","[0.767, 2.608]",0.239,0.386,0.407,NA
"North Sea","Agonus cataphractus","1995","1","3",30,24,12,198,"1.3701e-05",3.636,2.142,"[2.028, 2.252]",0.95,"[1.182, 3.122]","[1.106, 3.194]","[1.218, 3.076]","[1.193, 3.102]",0.286,0.444,0.5,NA
"North Sea","Agonus cataphractus","1995","1","4",30,13,8,198,"8.5879e-05",1.97,2.451,"[2.26, 2.624]",0.95,"[1.146, 3.68]","[1.112, 3.899]","[1.288, 3.681]","[1.239, 3.742]",0.229,0.372,0.615,NA
"North Sea","Agonus cataphractus","1995","1","5",30,15,10,198,"2.6671e-06",2.273,2.765,"[2.581, 2.926]",0.95,"[1.595, 3.965]","[1.488, 4.182]","[1.647, 3.971]","[1.604, 4.028]",0.286,0.444,0.667,NA
"North Sea","Agonus cataphractus","1995","2","3",27,24,12,198,"3.3604e-06",3.273,2.34,"[2.22, 2.455]",0.95,"[1.375, 3.38]","[1.281, 3.421]","[1.398, 3.297]","[1.371, 3.326]",0.308,0.471,0.5,NA
"North Sea","Agonus cataphractus","1995","2","4",27,13,7,198,"4e-04",1.773,2.244,"[2.063, 2.418]",0.95,"[1.033, 3.55]","[0.896, 3.631]","[1.079, 3.434]","[1.028, 3.488]",0.212,0.35,0.538,NA
"North Sea","Agonus cataphractus","1995","2","5",27,15,7,198,"0.0012",2.045,1.948,"[1.791, 2.107]",0.95,"[0.78, 3.179]","[0.666, 3.216]","[0.835, 3.051]","[0.791, 3.095]",0.2,0.333,0.467,NA
"North Sea","Agonus cataphractus","1995","3","4",24,13,7,198,"2e-04",1.576,2.421,"[2.236, 2.599]",0.95,"[1.202, 3.757]","[1.059, 3.824]","[1.245, 3.623]","[1.193, 3.679]",0.233,0.378,0.538,NA
"North Sea","Agonus cataphractus","1995","3","5",24,15,8,198,"5.3735e-05",1.818,2.455,"[2.288, 2.615]",0.95,"[1.223, 3.621]","[1.174, 3.77]","[1.34, 3.591]","[1.296, 3.639]",0.258,0.41,0.533,NA
"North Sea","Agonus cataphractus","1995","4","5",13,15,8,198,"1.3791e-07",0.985,3.647,"[3.411, 3.862]",0.95,"[2.283, 5.101]","[2.16, 5.271]","[2.372, 5.005]","[2.306, 5.088]",0.4,0.571,0.615,NA
"North Sea","Agonus cataphractus","1996","1","2",11,13,3,198,"0.027",0.722,1.874,"[1.621, 2.159]",0.95,"[0.265, 3.4]","[-0.032, 3.503]","[0.329, 3.258]","[0.211, 3.34]",0.143,0.25,0.273,NA
"North Sea","Agonus cataphractus","1996","1","3",11,12,2,198,"0.1365",0.667,1.358,"[1.051, 1.724]",0.95,"[-0.62, 3.026]","[-1.014, 3.13]","[-0.475, 2.858]","[-0.667, 2.958]",0.095,0.174,0.182,NA
"North Sea","Agonus cataphractus","1996","1","4",11,7,2,198,"0.0507",0.389,2.067,"[1.705, 2.469]",0.95,"[-0.008, 3.928]","[-0.406, 4.05]","[0.161, 3.705]","[-0.051, 3.838]",0.125,0.222,0.286,NA
"North Sea","Agonus cataphractus","1996","1","5",11,6,3,198,"0.0024",0.333,3.085,"[2.711, 3.457]",0.95,"[1.242, 4.94]","[0.932, 5.253]","[1.358, 4.82]","[1.197, 4.984]",0.214,0.353,0.5,NA
"North Sea","Agonus cataphractus","1996","2","3",13,12,2,198,"0.1807",0.788,1.148,"[0.853, 1.508]",0.95,"[-0.809, 2.727]","[-1.202, 2.88]","[-0.669, 2.62]","[-0.856, 2.714]",0.087,0.16,0.167,NA
"North Sea","Agonus cataphractus","1996","2","4",13,7,1,198,"0.3831",0.46,0.904,"[0.383, 1.508]",0.95,"[-2.288, 2.926]","[-2.997, 3.142]","[-1.795, 2.752]","[-2.308, 2.925]",0.053,0.1,0.143,NA
"North Sea","Agonus cataphractus","1996","2","5",13,6,1,198,"0.3383",0.394,1.09,"[0.551, 1.706]",0.95,"[-2.128, 3.292]","[-2.837, 3.399]","[-1.626, 2.981]","[-2.148, 3.168]",0.056,0.105,0.167,NA
"North Sea","Agonus cataphractus","1996","3","4",12,7,1,198,"0.3589",0.424,0.996,"[0.471, 1.603]",0.95,"[-2.202, 3.026]","[-2.911, 3.245]","[-1.707, 2.851]","[-2.222, 3.027]",0.056,0.105,0.143,NA
"North Sea","Agonus cataphractus","1996","3","5",12,6,1,198,"0.3162",0.364,1.181,"[0.638, 1.8]",0.95,"[-2.042, 3.405]","[-2.751, 3.501]","[-1.539, 3.079]","[-2.062, 3.268]",0.059,0.111,0.167,NA
"North Sea","Agonus cataphractus","1996","4","5",7,6,0,198,"1",0.212,-10,"[-10, 1.221]",0.95,"[-10, 3.302]","[-10, 3.303]","[-6.092, -3.349]","[-10, 3.002]",0,0,0,NA
"North Sea","Agonus cataphractus","1997","1","2",34,12,9,198,"7.3508e-06",2.061,2.935,"[2.678, 3.147]",0.95,"[1.521, 4.456]","[1.466, 4.748]","[1.664, 4.411]","[1.602, 4.515]",0.243,0.391,0.75,NA
"North Sea","Agonus cataphractus","1997","1","3",34,18,14,198,"2.7137e-09",3.091,3.3,"[3.099, 3.463]",0.95,"[2.089, 4.581]","[2.028, 4.823]","[2.18, 4.576]","[2.137, 4.644]",0.368,0.538,0.778,NA
"North Sea","Agonus cataphractus","1997","1","4",34,25,14,198,"1.8217e-06",4.293,2.257,"[2.146, 2.361]",0.95,"[1.293, 3.228]","[1.255, 3.294]","[1.36, 3.178]","[1.337, 3.203]",0.311,0.475,0.56,NA
"North Sea","Agonus cataphractus","1997","1","5",34,13,8,198,"2e-04",2.232,2.262,"[2.074, 2.433]",0.95,"[0.976, 3.48]","[0.935, 3.698]","[1.109, 3.484]","[1.06, 3.543]",0.205,0.34,0.615,NA
"North Sea","Agonus cataphractus","1997","2","3",12,18,7,198,"9.1342e-06",1.091,3.064,"[2.845, 3.268]",0.95,"[1.767, 4.388]","[1.604, 4.618]","[1.812, 4.373]","[1.749, 4.447]",0.304,0.467,0.583,NA
"North Sea","Agonus cataphractus","1997","2","4",12,25,8,198,"7.5559e-06",1.515,2.958,"[2.733, 3.156]",0.95,"[1.548, 4.325]","[1.528, 4.573]","[1.723, 4.305]","[1.665, 4.385]",0.276,0.432,0.667,NA
"North Sea","Agonus cataphractus","1997","2","5",12,13,3,198,"0.0346",0.788,1.752,"[1.508, 2.033]",0.95,"[0.16, 3.208]","[-0.137, 3.351]","[0.22, 3.115]","[0.104, 3.193]",0.136,0.24,0.25,NA
"North Sea","Agonus cataphractus","1997","3","4",18,25,12,198,"1.1935e-08",2.273,3.209,"[3.038, 3.36]",0.95,"[2.016, 4.48]","[1.984, 4.553]","[2.132, 4.362]","[2.092, 4.413]",0.387,0.558,0.667,NA
"North Sea","Agonus cataphractus","1997","3","5",18,13,7,198,"1.8774e-05",1.182,2.88,"[2.68, 3.071]",0.95,"[1.627, 4.334]","[1.467, 4.345]","[1.665, 4.127]","[1.607, 4.191]",0.292,0.452,0.538,NA
"North Sea","Agonus cataphractus","1997","4","5",25,13,6,198,"0.0021",1.641,1.996,"[1.819, 2.176]",0.95,"[0.705, 3.203]","[0.611, 3.357]","[0.807, 3.17]","[0.752, 3.222]",0.188,0.316,0.462,NA
"North Sea","Agonus cataphractus","1998","1","2",20,20,6,198,"0.0077",2.02,1.601,"[1.454, 1.762]",0.95,"[0.42, 2.806]","[0.299, 2.812]","[0.478, 2.665]","[0.432, 2.704]",0.176,0.3,0.3,NA
"North Sea","Agonus cataphractus","1998","1","3",20,18,11,198,"1.1207e-08",1.818,3.353,"[3.175, 3.513]",0.95,"[2.163, 4.6]","[2.086, 4.717]","[2.245, 4.523]","[2.201, 4.576]",0.407,0.579,0.611,NA
"North Sea","Agonus cataphractus","1998","1","4",20,23,8,198,"5e-04",2.323,1.963,"[1.828, 2.103]",0.95,"[0.861, 3.116]","[0.776, 3.123]","[0.924, 2.984]","[0.888, 3.019]",0.229,0.372,0.4,NA
"North Sea","Agonus cataphractus","1998","1","5",20,9,3,198,"0.0501",0.909,1.607,"[1.353, 1.892]",0.95,"[-0.001, 3.217]","[-0.299, 3.259]","[0.062, 3.006]","[-0.056, 3.09]",0.115,0.207,0.333,NA
"North Sea","Agonus cataphractus","1998","2","3",20,18,8,198,"6.0272e-05",1.818,2.392,"[2.238, 2.544]",0.95,"[1.205, 3.559]","[1.146, 3.637]","[1.306, 3.478]","[1.264, 3.519]",0.267,0.421,0.444,NA
"North Sea","Agonus cataphractus","1998","2","4",20,23,7,198,"0.0033",2.323,1.682,"[1.547, 1.828]",0.95,"[0.543, 2.814]","[0.46, 2.846]","[0.618, 2.708]","[0.579, 2.743]",0.194,0.326,0.35,NA
"North Sea","Agonus cataphractus","1998","2","5",20,9,6,198,"3.4582e-05",0.909,3.179,"[2.889, 3.438]",0.95,"[1.528, 4.804]","[1.521, 5.103]","[1.775, 4.737]","[1.69, 4.858]",0.261,0.414,0.667,NA
"North Sea","Agonus cataphractus","1998","3","4",18,23,10,198,"1.4582e-06",2.091,2.747,"[2.592, 2.892]",0.95,"[1.619, 3.996]","[1.543, 4.002]","[1.69, 3.837]","[1.652, 3.879]",0.323,0.488,0.556,NA
"North Sea","Agonus cataphractus","1998","3","5",18,9,5,198,"4e-04",0.818,2.795,"[2.534, 3.044]",0.95,"[1.37, 4.279]","[1.138, 4.536]","[1.401, 4.237]","[1.316, 4.334]",0.227,0.37,0.556,NA
"North Sea","Agonus cataphractus","1998","4","5",23,9,6,198,"8.6256e-05",1.045,2.975,"[2.689, 3.227]",0.95,"[1.35, 4.584]","[1.333, 4.882]","[1.583, 4.52]","[1.5, 4.639]",0.231,0.375,0.667,NA
"North Sea","Agonus cataphractus","1999","1","2",20,17,7,198,"4e-04",1.717,2.181,"[2.025, 2.342]",0.95,"[1.015, 3.357]","[0.894, 3.441]","[1.065, 3.28]","[1.02, 3.323]",0.233,0.378,0.412,NA
"North Sea","Agonus cataphractus","1999","1","3",20,16,4,198,"0.0623",1.616,1.232,"[1.053, 1.441]",0.95,"[-0.082, 2.459]","[-0.326, 2.578]","[-0.072, 2.405]","[-0.144, 2.455]",0.125,0.222,0.25,NA
"North Sea","Agonus cataphractus","1999","1","4",20,13,4,198,"0.0301",1.313,1.534,"[1.34, 1.754]",0.95,"[0.183, 2.926]","[-0.064, 2.949]","[0.199, 2.757]","[0.122, 2.815]",0.138,0.242,0.308,NA
"North Sea","Agonus cataphractus","1999","1","5",20,15,5,198,"0.0098",1.515,1.708,"[1.536, 1.897]",0.95,"[0.486, 2.955]","[0.268, 3.034]","[0.484, 2.861]","[0.424, 2.909]",0.167,0.286,0.333,NA
"North Sea","Agonus cataphractus","1999","2","3",17,16,6,198,"8e-04",1.374,2.211,"[2.038, 2.39]",0.95,"[0.922, 3.51]","[0.831, 3.542]","[1.026, 3.364]","[0.972, 3.414]",0.222,0.364,0.375,NA
"North Sea","Agonus cataphractus","1999","2","4",17,13,4,198,"0.0166",1.116,1.756,"[1.554, 1.981]",0.95,"[0.386, 3.13]","[0.137, 3.202]","[0.406, 3.002]","[0.326, 3.062]",0.154,0.267,0.308,NA
"North Sea","Agonus cataphractus","1999","2","5",17,15,6,198,"5e-04",1.288,2.32,"[2.141, 2.504]",0.95,"[1.007, 3.613]","[0.922, 3.678]","[1.122, 3.493]","[1.066, 3.546]",0.231,0.375,0.4,NA
"North Sea","Agonus cataphractus","1999","3","4",16,13,5,198,"0.0016",1.051,2.267,"[2.068, 2.475]",0.95,"[0.977, 3.551]","[0.753, 3.708]","[0.986, 3.504]","[0.917, 3.565]",0.208,0.345,0.385,NA
"North Sea","Agonus cataphractus","1999","3","5",16,15,8,198,"1.2446e-06",1.212,3.176,"[2.978, 3.362]",0.95,"[1.795, 4.567]","[1.795, 4.625]","[1.983, 4.411]","[1.928, 4.473]",0.348,0.516,0.533,NA
"North Sea","Agonus cataphractus","1999","4","5",13,15,6,198,"8.2869e-05",0.985,2.784,"[2.578, 2.988]",0.95,"[1.364, 4.19]","[1.31, 4.265]","[1.526, 4.046]","[1.462, 4.111]",0.273,0.429,0.462,NA
"North Sea","Agonus cataphractus","2000","1","2",14,17,4,198,"0.022",1.202,1.646,"[1.45, 1.867]",0.95,"[0.291, 3.034]","[0.043, 3.065]","[0.308, 2.873]","[0.23, 2.93]",0.148,0.258,0.286,NA
"North Sea","Agonus cataphractus","2000","1","3",14,12,4,198,"0.0057",0.848,2.152,"[1.93, 2.391]",0.95,"[0.735, 3.55]","[0.483, 3.68]","[0.763, 3.456]","[0.677, 3.526]",0.182,0.308,0.333,NA
"North Sea","Agonus cataphractus","2000","1","4",14,19,3,198,"0.138",1.343,1.045,"[0.832, 1.303]",0.95,"[-0.479, 2.45]","[-0.771, 2.517]","[-0.433, 2.319]","[-0.537, 2.381]",0.1,0.182,0.214,NA
"North Sea","Agonus cataphractus","2000","1","5",14,9,1,198,"0.4905",0.636,0.523,"[0.029, 1.111]",0.95,"[-2.631, 2.616]","[-3.34, 2.665]","[-2.151, 2.312]","[-2.652, 2.467]",0.045,0.087,0.111,NA
"North Sea","Agonus cataphractus","2000","2","3",17,12,4,198,"0.0122",1.03,1.877,"[1.668, 2.108]",0.95,"[0.49, 3.207]","[0.24, 3.357]","[0.513, 3.147]","[0.43, 3.212]",0.16,0.276,0.333,NA
"North Sea","Agonus cataphractus","2000","2","4",17,19,7,198,"3e-04",1.631,2.266,"[2.106, 2.429]",0.95,"[1.093, 3.474]","[0.968, 3.541]","[1.141, 3.376]","[1.095, 3.42]",0.241,0.389,0.412,NA
"North Sea","Agonus cataphractus","2000","2","5",17,9,5,198,"3e-04",0.773,2.878,"[2.615, 3.129]",0.95,"[1.446, 4.37]","[1.212, 4.629]","[1.478, 4.327]","[1.391, 4.425]",0.238,0.385,0.556,NA
"North Sea","Agonus cataphractus","2000","3","4",12,19,5,198,"0.0025",1.152,2.15,"[1.952, 2.357]",0.95,"[0.863, 3.455]","[0.64, 3.597]","[0.871, 3.391]","[0.804, 3.452]",0.192,0.323,0.417,NA
"North Sea","Agonus cataphractus","2000","3","5",12,9,3,198,"0.0117",0.545,2.275,"[1.994, 2.58]",0.95,"[0.609, 3.838]","[0.307, 4.02]","[0.685, 3.738]","[0.556, 3.836]",0.167,0.286,0.333,NA
"North Sea","Agonus cataphractus","2000","4","5",19,9,5,198,"5e-04",0.864,2.717,"[2.459, 2.964]",0.95,"[1.299, 4.194]","[1.067, 4.45]","[1.329, 4.154]","[1.245, 4.249]",0.217,0.357,0.556,NA
"North Sea","Agonus cataphractus","2001","1","2",25,8,4,198,"0.0099",1.01,2.067,"[1.801, 2.331]",0.95,"[0.567, 3.568]","[0.312, 3.825]","[0.61, 3.525]","[0.512, 3.623]",0.138,0.242,0.5,NA
"North Sea","Agonus cataphractus","2001","1","3",25,10,6,198,"3e-04",1.263,2.565,"[2.328, 2.785]",0.95,"[1.081, 3.976]","[1.032, 4.228]","[1.258, 3.949]","[1.189, 4.035]",0.207,0.343,0.6,NA
"North Sea","Agonus cataphractus","2001","1","4",25,15,7,198,"7e-04",1.894,2.064,"[1.904, 2.225]",0.95,"[0.891, 3.318]","[0.772, 3.343]","[0.943, 3.176]","[0.898, 3.22]",0.212,0.35,0.467,NA
"North Sea","Agonus cataphractus","2001","1","5",25,12,8,198,"7.5559e-06",1.515,2.958,"[2.733, 3.156]",0.95,"[1.548, 4.325]","[1.528, 4.573]","[1.723, 4.305]","[1.665, 4.385]",0.276,0.432,0.667,NA
"North Sea","Agonus cataphractus","2001","2","3",8,10,2,198,"0.0547",0.404,2.003,"[1.653, 2.399]",0.95,"[-0.054, 3.72]","[-0.45, 3.938]","[0.112, 3.61]","[-0.097, 3.736]",0.125,0.222,0.25,NA
"North Sea","Agonus cataphractus","2001","2","4",8,15,3,198,"0.0158",0.606,2.162,"[1.877, 2.469]",0.95,"[0.49, 3.744]","[0.189, 3.938]","[0.567, 3.645]","[0.438, 3.746]",0.15,0.261,0.375,NA
"North Sea","Agonus cataphractus","2001","2","5",8,12,2,198,"0.077",0.485,1.774,"[1.436, 2.16]",0.95,"[-0.259, 3.471]","[-0.655, 3.665]","[-0.1, 3.352]","[-0.304, 3.47]",0.111,0.2,0.25,NA
"North Sea","Agonus cataphractus","2001","3","4",10,15,4,198,"0.0035",0.758,2.346,"[2.106, 2.598]",0.95,"[0.89, 3.842]","[0.636, 3.956]","[0.925, 3.707]","[0.833, 3.787]",0.19,0.32,0.4,NA
"North Sea","Agonus cataphractus","2001","3","5",10,12,3,198,"0.0162",0.606,2.119,"[1.851, 2.415]",0.95,"[0.478, 3.799]","[0.179, 3.81]","[0.549, 3.546]","[0.425, 3.636]",0.158,0.273,0.3,NA
"North Sea","Agonus cataphractus","2001","4","5",15,12,4,198,"0.0075",0.909,2.053,"[1.836, 2.289]",0.95,"[0.647, 3.413]","[0.396, 3.562]","[0.673, 3.343]","[0.589, 3.411]",0.174,0.296,0.333,NA
"North Sea","Agonus cataphractus","2002","1","2",25,19,9,198,"7.8544e-05",2.399,2.196,"[2.059, 2.332]",0.95,"[1.142, 3.256]","[1.029, 3.367]","[1.171, 3.224]","[1.136, 3.259]",0.257,0.409,0.474,NA
"North Sea","Agonus cataphractus","2002","1","3",25,25,8,198,"0.0054",3.157,1.452,"[1.335, 1.579]",0.95,"[0.436, 2.452]","[0.326, 2.524]","[0.462, 2.406]","[0.431, 2.434]",0.19,0.32,0.32,NA
"North Sea","Agonus cataphractus","2002","1","4",25,20,10,198,"1.3831e-05",2.525,2.363,"[2.228, 2.495]",0.95,"[1.235, 3.411]","[1.222, 3.524]","[1.357, 3.383]","[1.324, 3.417]",0.286,0.444,0.5,NA
"North Sea","Agonus cataphractus","2002","1","5",25,8,2,198,"0.2667",1.01,0.878,"[0.571, 1.244]",0.95,"[-1.099, 2.583]","[-1.492, 2.676]","[-0.955, 2.394]","[-1.146, 2.496]",0.065,0.121,0.25,NA
"North Sea","Agonus cataphractus","2002","2","3",19,25,11,198,"5.4594e-07",2.399,2.757,"[2.608, 2.894]",0.95,"[1.622, 3.957]","[1.589, 3.983]","[1.727, 3.824]","[1.692, 3.864]",0.333,0.5,0.579,NA
"North Sea","Agonus cataphractus","2002","2","4",19,20,7,198,"9e-04",1.919,1.99,"[1.843, 2.144]",0.95,"[0.838, 3.098]","[0.731, 3.207]","[0.897, 3.056]","[0.854, 3.095]",0.219,0.359,0.368,NA
"North Sea","Agonus cataphractus","2002","2","5",19,8,3,198,"0.031",0.768,1.858,"[1.583, 2.156]",0.95,"[0.209, 3.382]","[-0.091, 3.601]","[0.28, 3.318]","[0.156, 3.414]",0.125,0.222,0.375,NA
"North Sea","Agonus cataphractus","2002","3","4",25,20,7,198,"0.0056",2.525,1.554,"[1.422, 1.697]",0.95,"[0.416, 2.649]","[0.344, 2.7]","[0.5, 2.566]","[0.461, 2.599]",0.184,0.311,0.35,NA
"North Sea","Agonus cataphractus","2002","3","5",25,8,4,198,"0.0099",1.01,2.067,"[1.801, 2.331]",0.95,"[0.567, 3.568]","[0.312, 3.825]","[0.61, 3.525]","[0.512, 3.623]",0.138,0.242,0.5,NA
"North Sea","Agonus cataphractus","2002","4","5",20,8,1,198,"1",0.808,0.25,"[-0.24, 0.836]",0.95,"[-2.899, 2.364]","[-3.608, 2.39]","[-2.42, 2.038]","[-2.92, 2.191]",0.037,0.071,0.125,NA
"North Sea","Agonus cataphractus","2003","1","2",15,20,10,198,"2.1329e-08",1.515,3.496,"[3.289, 3.679]",0.95,"[2.234, 4.776]","[2.137, 5.004]","[2.315, 4.768]","[2.263, 4.837]",0.4,0.571,0.667,NA
"North Sea","Agonus cataphractus","2003","1","3",15,11,5,198,"4e-04",0.833,2.658,"[2.432, 2.886]",0.95,"[1.303, 4.11]","[1.075, 4.221]","[1.323, 3.981]","[1.246, 4.056]",0.238,0.385,0.455,NA
"North Sea","Agonus cataphractus","2003","1","4",15,21,5,198,"0.0123",1.591,1.639,"[1.469, 1.826]",0.95,"[0.423, 2.866]","[0.205, 2.955]","[0.419, 2.785]","[0.36, 2.832]",0.161,0.278,0.333,NA
"North Sea","Agonus cataphractus","2003","1","5",15,22,5,198,"0.0152",1.667,1.573,"[1.405, 1.759]",0.95,"[0.362, 2.784]","[0.145, 2.881]","[0.358, 2.713]","[0.3, 2.759]",0.156,0.27,0.333,NA
"North Sea","Agonus cataphractus","2003","2","3",20,11,5,198,"0.002",1.111,2.234,"[2.025, 2.448]",0.95,"[0.923, 3.706]","[0.698, 3.735]","[0.935, 3.512]","[0.864, 3.579]",0.192,0.323,0.455,NA
