"region","species","year","size_group_1","size_group_2","entity_1_count_mA","entity_2_count_mB","obs_cooccur_X","total_N","p_value","exp_cooccur","alpha_mle","alpha_medianInt","conf_level","ci_blaker","ci_cp","ci_midQ","ci_midP","jaccard","sorensen","simpson","errornote"
"Eastern Bering Sea","Gadus chalcogrammus","2001","2","5",157,89,87,184,"1.5526e-06",75.94,2.731,"[2.418, 2.949]",0.95,"[1.291, 4.542]","[1.287, 4.929]","[1.46, 4.438]","[1.403, 4.596]",0.547,0.707,0.978,NA
"Eastern Bering Sea","Gadus chalcogrammus","2001","3","4",87,125,82,184,"0.0000e+00",59.103,3.008,"[2.863, 3.109]",0.95,"[2.004, 4.041]","[2.002, 4.244]","[2.098, 4.07]","[2.075, 4.11]",0.631,0.774,0.943,NA
"Eastern Bering Sea","Gadus chalcogrammus","2001","3","5",87,89,71,184,"0.0000e+00",42.082,2.946,"[2.868, 3.011]",0.95,"[2.194, 3.733]","[2.166, 3.786]","[2.23, 3.706]","[2.218, 3.721]",0.676,0.807,0.816,NA
"Eastern Bering Sea","Gadus chalcogrammus","2001","4","5",125,89,87,184,"0.0000e+00",60.462,4.155,"[3.846, 4.365]",0.95,"[2.786, 5.953]","[2.741, 6.339]","[2.905, 5.851]","[2.851, 6.007]",0.685,0.813,0.978,NA
"Eastern Bering Sea","Gadus chalcogrammus","2002","1","2",128,148,119,184,"6.5039e-10",102.957,2.492,"[2.389, 2.577]",0.95,"[1.621, 3.459]","[1.588, 3.484]","[1.671, 3.373]","[1.654, 3.396]",0.758,0.862,0.93,NA
"Eastern Bering Sea","Gadus chalcogrammus","2002","1","3",128,79,71,184,"1.1997e-07",54.957,2.001,"[1.901, 2.075]",0.95,"[1.183, 2.88]","[1.145, 2.975]","[1.219, 2.866]","[1.204, 2.887]",0.522,0.686,0.899,NA
"Eastern Bering Sea","Gadus chalcogrammus","2002","1","4",128,89,75,184,"2.7495e-05",61.913,1.438,"[1.369, 1.495]",0.95,"[0.745, 2.182]","[0.701, 2.223]","[0.759, 2.152]","[0.749, 2.164]",0.528,0.691,0.843,NA
"Eastern Bering Sea","Gadus chalcogrammus","2002","1","5",128,123,102,184,"5.4537e-08",85.565,1.865,"[1.8, 1.923]",0.95,"[1.167, 2.616]","[1.131, 2.628]","[1.189, 2.562]","[1.179, 2.573]",0.685,0.813,0.829,NA
"Eastern Bering Sea","Gadus chalcogrammus","2002","2","3",148,79,76,184,"1.1111e-06",63.543,2.441,"[2.219, 2.593]",0.95,"[1.291, 3.828]","[1.217, 4.112]","[1.349, 3.808]","[1.311, 3.893]",0.503,0.67,0.962,NA
"Eastern Bering Sea","Gadus chalcogrammus","2002","2","4",148,89,85,184,"2.4853e-07",71.587,2.367,"[2.192, 2.49]",0.95,"[1.283, 3.542]","[1.261, 3.776]","[1.374, 3.554]","[1.345, 3.61]",0.559,0.717,0.955,NA
"Eastern Bering Sea","Gadus chalcogrammus","2002","2","5",148,123,117,184,"4.2200e-12",98.935,2.917,"[2.783, 3.018]",0.95,"[1.961, 3.915]","[1.917, 4.082]","[2.015, 3.929]","[1.992, 3.964]",0.76,0.863,0.951,NA
"Eastern Bering Sea","Gadus chalcogrammus","2002","3","4",79,89,71,184,"0.0000e+00",38.212,3.726,"[3.613, 3.814]",0.95,"[2.824, 4.649]","[2.803, 4.772]","[2.888, 4.648]","[2.87, 4.675]",0.732,0.845,0.899,NA
"Eastern Bering Sea","Gadus chalcogrammus","2002","3","5",79,123,78,184,"0.0000e+00",52.81,4.624,"[4.089, 5.023]",0.95,"[2.878, 7.643]","[2.797, 8.349]","[3.039, 7.205]","[2.938, 7.667]",0.629,0.772,0.987,NA
"Eastern Bering Sea","Gadus chalcogrammus","2002","4","5",89,123,88,184,"0.0000e+00",59.495,4.99,"[4.453, 5.392]",0.95,"[3.23, 8.013]","[3.155, 8.72]","[3.399, 7.574]","[3.298, 8.037]",0.71,0.83,0.989,NA
"Eastern Bering Sea","Gadus chalcogrammus","2003","1","2",148,136,133,184,"0.0000e+00",109.391,4.53,"[4.291, 4.707]",0.95,"[3.231, 5.981]","[3.217, 6.271]","[3.371, 5.949]","[3.325, 6.043]",0.881,0.937,0.978,NA
"Eastern Bering Sea","Gadus chalcogrammus","2003","1","3",148,112,105,184,"2.0736e-08",90.087,2.3,"[2.184, 2.389]",0.95,"[1.404, 3.329]","[1.362, 3.37]","[1.45, 3.24]","[1.431, 3.268]",0.677,0.808,0.938,NA
"Eastern Bering Sea","Gadus chalcogrammus","2003","1","4",148,59,57,184,"4.8979e-05",47.457,2.357,"[2.046, 2.569]",0.95,"[0.958, 4.158]","[0.931, 4.544]","[1.098, 4.056]","[1.043, 4.212]",0.38,0.551,0.966,NA
"Eastern Bering Sea","Gadus chalcogrammus","2003","1","5",148,94,92,184,"1.6624e-10",75.609,3.314,"[3.004, 3.527]",0.95,"[1.92, 5.116]","[1.89, 5.502]","[2.057, 5.014]","[2.002, 5.17]",0.613,0.76,0.979,NA
"Eastern Bering Sea","Gadus chalcogrammus","2003","2","3",136,112,95,184,"5.6442e-05",82.783,1.432,"[1.367, 1.491]",0.95,"[0.72, 2.177]","[0.692, 2.202]","[0.751, 2.135]","[0.741, 2.147]",0.621,0.766,0.848,NA
"Eastern Bering Sea","Gadus chalcogrammus","2003","2","4",136,59,59,184,"2.9530e-10",43.609,10,"[3.941, 10]",0.95,"[2.27, 10]","[2.198, 10]","[6.099, 8.634]","[2.422, 10]",0.434,0.605,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2003","2","5",136,94,94,184,"0.0000e+00",69.478,10,"[5.001, 10]",0.95,"[3.322, 10]","[3.254, 10]","[6.627, 9.164]","[3.479, 10]",0.691,0.817,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2003","3","4",112,59,53,184,"7.9200e-09",35.913,2.279,"[2.155, 2.367]",0.95,"[1.37, 3.215]","[1.341, 3.396]","[1.427, 3.253]","[1.408, 3.284]",0.449,0.62,0.898,NA
"Eastern Bering Sea","Gadus chalcogrammus","2003","3","5",112,94,70,184,"1e-04",57.217,1.197,"[1.145, 1.244]",0.95,"[0.577, 1.847]","[0.539, 1.876]","[0.587, 1.823]","[0.579, 1.831]",0.515,0.68,0.745,NA
"Eastern Bering Sea","Gadus chalcogrammus","2003","4","5",59,94,50,184,"2.0664e-10",30.141,2.311,"[2.219, 2.382]",0.95,"[1.489, 3.181]","[1.481, 3.243]","[1.551, 3.143]","[1.538, 3.162]",0.485,0.654,0.847,NA
"Eastern Bering Sea","Gadus chalcogrammus","2004","1","2",148,156,147,184,"0.0000e+00",125.478,5.996,"[5.429, 6.452]",0.95,"[4.106, 9.099]","[4.015, 9.807]","[4.309, 8.633]","[4.181, 9.121]",0.936,0.967,0.993,NA
"Eastern Bering Sea","Gadus chalcogrammus","2004","1","3",148,74,74,184,"9.2166e-10",59.522,10,"[3.918, 10]",0.95,"[2.233, 10]","[2.169, 10]","[6.084, 8.623]","[2.394, 10]",0.5,0.667,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2004","1","4",148,94,93,184,"5.0734e-12",75.609,4.064,"[3.527, 4.467]",0.95,"[2.289, 7.088]","[2.224, 7.795]","[2.47, 6.649]","[2.367, 7.112]",0.624,0.769,0.989,NA
"Eastern Bering Sea","Gadus chalcogrammus","2004","1","5",148,112,109,184,"0.0000e+00",90.087,3.405,"[3.18, 3.561]",0.95,"[2.232, 4.803]","[2.165, 5.088]","[2.301, 4.781]","[2.262, 4.867]",0.722,0.838,0.973,NA
"Eastern Bering Sea","Gadus chalcogrammus","2004","2","3",156,74,74,184,"2.2362e-07",62.739,10,"[3.563, 10]",0.95,"[1.854, 10]","[1.804, 10]","[5.902, 8.446]","[2.032, 10]",0.474,0.643,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2004","2","4",156,94,92,184,"1.6235e-07",79.696,2.915,"[2.602, 3.132]",0.95,"[1.481, 4.725]","[1.473, 5.111]","[1.645, 4.621]","[1.588, 4.779]",0.582,0.736,0.979,NA
"Eastern Bering Sea","Gadus chalcogrammus","2004","2","5",156,112,109,184,"3.7370e-09",94.957,2.945,"[2.718, 3.104]",0.95,"[1.735, 4.35]","[1.689, 4.636]","[1.829, 4.327]","[1.788, 4.414]",0.686,0.813,0.973,NA
"Eastern Bering Sea","Gadus chalcogrammus","2004","3","4",74,94,64,184,"0.0000e+00",37.804,2.818,"[2.729, 2.887]",0.95,"[2.012, 3.633]","[1.998, 3.726]","[2.067, 3.632]","[2.054, 3.65]",0.615,0.762,0.865,NA
"Eastern Bering Sea","Gadus chalcogrammus","2004","3","5",74,112,63,184,"1.7880e-08",45.043,1.953,"[1.874, 2.015]",0.95,"[1.215, 2.761]","[1.178, 2.804]","[1.241, 2.72]","[1.23, 2.735]",0.512,0.677,0.851,NA
"Eastern Bering Sea","Gadus chalcogrammus","2004","4","5",94,112,72,184,"1.0053e-05",57.217,1.401,"[1.346, 1.449]",0.95,"[0.765, 2.086]","[0.731, 2.095]","[0.781, 2.04]","[0.773, 2.048]",0.537,0.699,0.766,NA
"Eastern Bering Sea","Gadus chalcogrammus","2005","1","2",149,105,98,184,"9.8211e-07",85.027,2.028,"[1.912, 2.117]",0.95,"[1.132, 3.05]","[1.093, 3.094]","[1.18, 2.965]","[1.162, 2.993]",0.628,0.772,0.933,NA
"Eastern Bering Sea","Gadus chalcogrammus","2005","1","3",149,68,65,184,"6.4089e-05",55.065,2.102,"[1.879, 2.254]",0.95,"[0.947, 3.49]","[0.874, 3.775]","[1.007, 3.47]","[0.969, 3.555]",0.428,0.599,0.956,NA
"Eastern Bering Sea","Gadus chalcogrammus","2005","1","4",149,86,80,184,"1e-04",69.641,1.715,"[1.587, 1.81]",0.95,"[0.805, 2.672]","[0.744, 2.853]","[0.836, 2.706]","[0.815, 2.739]",0.516,0.681,0.93,NA
"Eastern Bering Sea","Gadus chalcogrammus","2005","1","5",149,136,128,184,"0.0000e+00",110.13,2.998,"[2.881, 3.094]",0.95,"[2.078, 3.949]","[2.035, 4.067]","[2.128, 3.939]","[2.108, 3.967]",0.815,0.898,0.941,NA
"Eastern Bering Sea","Gadus chalcogrammus","2005","2","3",105,68,62,184,"0.0000e+00",38.804,2.848,"[2.723, 2.937]",0.95,"[1.935, 3.788]","[1.907, 3.97]","[1.993, 3.826]","[1.974, 3.857]",0.559,0.717,0.912,NA
"Eastern Bering Sea","Gadus chalcogrammus","2005","2","4",105,86,61,184,"6e-04",49.076,1.091,"[1.04, 1.137]",0.95,"[0.447, 1.717]","[0.442, 1.758]","[0.489, 1.707]","[0.482, 1.715]",0.469,0.639,0.709,NA
"Eastern Bering Sea","Gadus chalcogrammus","2005","2","5",105,136,94,184,"2.9502e-08",77.609,2.006,"[1.923, 2.074]",0.95,"[1.21, 2.852]","[1.203, 2.88]","[1.27, 2.793]","[1.258, 2.809]",0.639,0.78,0.895,NA
"Eastern Bering Sea","Gadus chalcogrammus","2005","3","4",68,86,51,184,"3.6394e-09",31.783,1.926,"[1.862, 1.98]",0.95,"[1.224, 2.676]","[1.213, 2.678]","[1.268, 2.613]","[1.259, 2.624]",0.495,0.662,0.75,NA
"Eastern Bering Sea","Gadus chalcogrammus","2005","3","5",68,136,67,184,"1.4660e-10",50.261,3.807,"[3.272, 4.206]",0.95,"[2.06, 6.826]","[1.981, 7.532]","[2.222, 6.388]","[2.122, 6.85]",0.489,0.657,0.985,NA
"Eastern Bering Sea","Gadus chalcogrammus","2005","4","5",86,136,86,184,"0.0000e+00",63.565,10,"[4.743, 10]",0.95,"[3.07, 10]","[2.998, 10]","[6.499, 9.035]","[3.223, 10]",0.632,0.775,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2006","1","2",122,107,85,184,"1.5354e-05",70.946,1.421,"[1.364, 1.472]",0.95,"[0.751, 2.101]","[0.734, 2.131]","[0.786, 2.074]","[0.778, 2.083]",0.59,0.742,0.794,NA
"Eastern Bering Sea","Gadus chalcogrammus","2006","1","3",122,140,109,184,"9.7761e-09",92.826,2.112,"[2.032, 2.18]",0.95,"[1.357, 2.89]","[1.306, 2.969]","[1.375, 2.886]","[1.362, 2.901]",0.712,0.832,0.893,NA
"Eastern Bering Sea","Gadus chalcogrammus","2006","1","4",122,51,45,184,"5.5616e-05",33.815,1.688,"[1.564, 1.778]",0.95,"[0.761, 2.628]","[0.743, 2.81]","[0.83, 2.666]","[0.811, 2.697]",0.352,0.52,0.882,NA
"Eastern Bering Sea","Gadus chalcogrammus","2006","1","5",122,69,56,184,"0.0012",45.75,1.156,"[1.086, 1.215]",0.95,"[0.457, 1.941]","[0.413, 1.955]","[0.471, 1.881]","[0.461, 1.894]",0.415,0.586,0.812,NA
"Eastern Bering Sea","Gadus chalcogrammus","2006","2","3",107,140,106,184,"0.0000e+00",81.413,4.871,"[4.333, 5.277]",0.95,"[3.089, 7.899]","[3.026, 8.606]","[3.273, 7.458]","[3.17, 7.923]",0.752,0.858,0.991,NA
"Eastern Bering Sea","Gadus chalcogrammus","2006","2","4",107,51,47,184,"1.3159e-09",29.658,2.647,"[2.474, 2.765]",0.95,"[1.607, 3.81]","[1.561, 4.043]","[1.669, 3.824]","[1.642, 3.879]",0.423,0.595,0.922,NA
"Eastern Bering Sea","Gadus chalcogrammus","2006","2","5",107,69,69,184,"0.0000e+00",40.125,10,"[5.263, 10]",0.95,"[3.591, 10]","[3.518, 10]","[6.759, 9.295]","[3.743, 10]",0.645,0.784,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2006","3","4",140,51,51,184,"1.0619e-07",38.804,10,"[3.565, 10]",0.95,"[1.883, 10]","[1.817, 10]","[5.908, 8.446]","[2.042, 10]",0.364,0.534,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2006","3","5",140,69,69,184,"2.5810e-11",52.5,10,"[4.091, 10]",0.95,"[2.418, 10]","[2.347, 10]","[6.173, 8.709]","[2.571, 10]",0.493,0.66,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2006","4","5",51,69,41,184,"0.0000e+00",19.125,2.713,"[2.621, 2.787]",0.95,"[1.917, 3.543]","[1.868, 3.643]","[1.942, 3.544]","[1.927, 3.563]",0.519,0.683,0.804,NA
"Eastern Bering Sea","Gadus chalcogrammus","2007","1","2",130,119,98,184,"6.8728e-06",84.076,1.561,"[1.499, 1.618]",0.95,"[0.881, 2.271]","[0.84, 2.306]","[0.897, 2.243]","[0.888, 2.253]",0.649,0.787,0.824,NA
"Eastern Bering Sea","Gadus chalcogrammus","2007","1","3",130,41,37,184,"0.0016",28.967,1.597,"[1.422, 1.719]",0.95,"[0.517, 2.77]","[0.492, 3.004]","[0.605, 2.783]","[0.576, 2.838]",0.276,0.433,0.902,NA
"Eastern Bering Sea","Gadus chalcogrammus","2007","1","4",130,76,58,184,"0.1892",53.696,0.474,"[0.415, 0.528]",0.95,"[-0.207, 1.166]","[-0.231, 1.205]","[-0.177, 1.144]","[-0.185, 1.154]",0.392,0.563,0.763,NA
"Eastern Bering Sea","Gadus chalcogrammus","2007","1","5",130,51,40,184,"0.2052",36.033,0.55,"[0.468, 0.616]",0.95,"[-0.251, 1.378]","[-0.252, 1.416]","[-0.185, 1.33]","[-0.197, 1.346]",0.284,0.442,0.784,NA
"Eastern Bering Sea","Gadus chalcogrammus","2007","2","3",119,41,39,184,"6.4749e-07",26.516,2.721,"[2.412, 2.931]",0.95,"[1.344, 4.517]","[1.305, 4.904]","[1.47, 4.417]","[1.416, 4.572]",0.322,0.488,0.951,NA
"Eastern Bering Sea","Gadus chalcogrammus","2007","2","4",119,76,71,184,"0.0000e+00",49.152,2.861,"[2.717, 2.961]",0.95,"[1.868, 3.89]","[1.861, 4.092]","[1.956, 3.919]","[1.933, 3.959]",0.573,0.728,0.934,NA
"Eastern Bering Sea","Gadus chalcogrammus","2007","2","5",119,51,46,184,"2.6224e-06",32.984,2.014,"[1.869, 2.115]",0.95,"[1.047, 3.044]","[1.009, 3.246]","[1.105, 3.073]","[1.083, 3.113]",0.371,0.541,0.902,NA
"Eastern Bering Sea","Gadus chalcogrammus","2007","3","4",41,76,33,184,"1.4671e-08",16.935,2.247,"[2.143, 2.328]",0.95,"[1.384, 3.139]","[1.358, 3.248]","[1.438, 3.134]","[1.422, 3.157]",0.393,0.564,0.805,NA
"Eastern Bering Sea","Gadus chalcogrammus","2007","3","5",41,51,22,184,"1e-04",11.364,1.505,"[1.434, 1.573]",0.95,"[0.742, 2.254]","[0.711, 2.317]","[0.779, 2.243]","[0.767, 2.257]",0.314,0.478,0.537,NA
"Eastern Bering Sea","Gadus chalcogrammus","2007","4","5",76,51,47,184,"0.0000e+00",21.065,3.714,"[3.536, 3.84]",0.95,"[2.624, 4.9]","[2.599, 5.134]","[2.714, 4.91]","[2.684, 4.967]",0.588,0.74,0.922,NA
"Eastern Bering Sea","Gadus chalcogrammus","2008","1","2",111,122,94,184,"1.2854e-10",73.598,2.17,"[2.102, 2.228]",0.95,"[1.477, 2.885]","[1.432, 2.949]","[1.491, 2.879]","[1.481, 2.891]",0.676,0.807,0.847,NA
"Eastern Bering Sea","Gadus chalcogrammus","2008","1","3",111,82,54,184,"0.1767",49.467,0.418,"[0.37, 0.463]",0.95,"[-0.192, 1.057]","[-0.222, 1.068]","[-0.176, 1.02]","[-0.183, 1.027]",0.388,0.56,0.659,NA
"Eastern Bering Sea","Gadus chalcogrammus","2008","1","4",111,57,49,184,"1.4376e-06",34.386,1.85,"[1.751, 1.924]",0.95,"[1.032, 2.729]","[0.995, 2.823]","[1.069, 2.714]","[1.054, 2.735]",0.412,0.583,0.86,NA
"Eastern Bering Sea","Gadus chalcogrammus","2008","1","5",111,55,45,184,"7.6957e-05",33.179,1.45,"[1.365, 1.516]",0.95,"[0.666, 2.271]","[0.648, 2.335]","[0.715, 2.245]","[0.702, 2.261]",0.372,0.542,0.818,NA
"Eastern Bering Sea","Gadus chalcogrammus","2008","2","3",122,82,76,184,"1.2000e-12",54.37,2.72,"[2.595, 2.809]",0.95,"[1.807, 3.66]","[1.779, 3.841]","[1.865, 3.697]","[1.846, 3.729]",0.594,0.745,0.927,NA
"Eastern Bering Sea","Gadus chalcogrammus","2008","2","4",122,57,56,184,"1.3494e-11",37.793,3.933,"[3.398, 4.331]",0.95,"[2.191, 6.95]","[2.109, 7.656]","[2.349, 6.512]","[2.25, 6.974]",0.455,0.626,0.982,NA
"Eastern Bering Sea","Gadus chalcogrammus","2008","2","5",122,55,53,184,"1.4576e-09",36.467,3.125,"[2.817, 3.332]",0.95,"[1.769, 4.916]","[1.719, 5.302]","[1.881, 4.816]","[1.828, 4.971]",0.427,0.599,0.964,NA
"Eastern Bering Sea","Gadus chalcogrammus","2008","3","4",82,57,48,184,"0.0000e+00",25.402,2.663,"[2.567, 2.736]",0.95,"[1.855, 3.558]","[1.816, 3.609]","[1.889, 3.506]","[1.875, 3.526]",0.527,0.691,0.842,NA
"Eastern Bering Sea","Gadus chalcogrammus","2008","3","5",82,55,52,184,"0.0000e+00",24.511,4.019,"[3.795, 4.173]",0.95,"[2.85, 5.413]","[2.789, 5.698]","[2.923, 5.392]","[2.885, 5.478]",0.612,0.759,0.945,NA
"Eastern Bering Sea","Gadus chalcogrammus","2008","4","5",57,55,40,184,"0.0000e+00",17.038,2.843,"[2.758, 2.915]",0.95,"[2.071, 3.668]","[2.018, 3.726]","[2.09, 3.638]","[2.076, 3.655]",0.556,0.714,0.727,NA
"Eastern Bering Sea","Gadus chalcogrammus","2009","1","2",134,115,94,184,"6e-04",83.75,1.17,"[1.11, 1.226]",0.95,"[0.485, 1.859]","[0.451, 1.907]","[0.508, 1.845]","[0.498, 1.855]",0.606,0.755,0.817,NA
"Eastern Bering Sea","Gadus chalcogrammus","2009","1","3",134,47,43,184,"6e-04",34.228,1.685,"[1.511, 1.806]",0.95,"[0.616, 2.856]","[0.586, 3.089]","[0.697, 2.869]","[0.669, 2.924]",0.312,0.475,0.915,NA
"Eastern Bering Sea","Gadus chalcogrammus","2009","1","4",134,48,41,184,"0.024",34.957,0.991,"[0.879, 1.076]",0.95,"[0.094, 1.989]","[0.077, 2.042]","[0.16, 1.916]","[0.142, 1.942]",0.291,0.451,0.854,NA
"Eastern Bering Sea","Gadus chalcogrammus","2009","1","5",134,67,51,184,"0.4942",48.793,0.265,"[0.201, 0.323]",0.95,"[-0.437, 1.008]","[-0.468, 1.029]","[-0.41, 0.962]","[-0.42, 0.974]",0.34,0.507,0.761,NA
"Eastern Bering Sea","Gadus chalcogrammus","2009","2","3",115,47,46,184,"1.4947e-10",29.375,3.801,"[3.266, 4.2]",0.95,"[2.052, 6.819]","[1.974, 7.526]","[2.215, 6.381]","[2.115, 6.843]",0.397,0.568,0.979,NA
"Eastern Bering Sea","Gadus chalcogrammus","2009","2","4",115,48,47,184,"7.1506e-11",30,3.837,"[3.302, 4.235]",0.95,"[2.089, 6.855]","[2.01, 7.561]","[2.251, 6.417]","[2.151, 6.879]",0.405,0.577,0.979,NA
"Eastern Bering Sea","Gadus chalcogrammus","2009","2","5",115,67,63,184,"1.0274e-12",41.875,2.965,"[2.792, 3.082]",0.95,"[1.935, 4.126]","[1.883, 4.359]","[1.99, 4.14]","[1.963, 4.195]",0.529,0.692,0.94,NA
"Eastern Bering Sea","Gadus chalcogrammus","2009","3","4",47,48,37,184,"0.0000e+00",12.261,3.707,"[3.587, 3.807]",0.95,"[2.775, 4.672]","[2.731, 4.789]","[2.827, 4.659]","[2.805, 4.689]",0.638,0.779,0.787,NA
"Eastern Bering Sea","Gadus chalcogrammus","2009","3","5",47,67,42,184,"0.0000e+00",17.114,3.599,"[3.447, 3.711]",0.95,"[2.588, 4.666]","[2.549, 4.872]","[2.654, 4.69]","[2.628, 4.734]",0.583,0.737,0.894,NA
"Eastern Bering Sea","Gadus chalcogrammus","2009","4","5",48,67,45,184,"0.0000e+00",17.478,4.317,"[4.088, 4.479]",0.95,"[3.119, 5.73]","[3.059, 6.016]","[3.199, 5.705]","[3.158, 5.794]",0.643,0.783,0.938,NA
"Eastern Bering Sea","Gadus chalcogrammus","2010","1","2",73,116,72,184,"0.0000e+00",46.022,4.676,"[4.141, 5.075]",0.95,"[2.932, 7.695]","[2.85, 8.401]","[3.091, 7.257]","[2.991, 7.719]",0.615,0.762,0.986,NA
"Eastern Bering Sea","Gadus chalcogrammus","2010","1","3",73,113,56,184,"6e-04",44.832,1.132,"[1.072, 1.183]",0.95,"[0.458, 1.834]","[0.438, 1.861]","[0.49, 1.8]","[0.481, 1.81]",0.431,0.602,0.767,NA
"Eastern Bering Sea","Gadus chalcogrammus","2010","1","4",73,54,42,184,"1.2997e-11",21.424,2.398,"[2.317, 2.464]",0.95,"[1.616, 3.2]","[1.602, 3.258]","[1.668, 3.173]","[1.656, 3.189]",0.494,0.661,0.778,NA
"Eastern Bering Sea","Gadus chalcogrammus","2010","1","5",73,70,61,184,"0.0000e+00",27.772,4.012,"[3.893, 4.108]",0.95,"[3.106, 4.963]","[3.055, 5.087]","[3.147, 4.958]","[3.126, 4.987]",0.744,0.853,0.871,NA
"Eastern Bering Sea","Gadus chalcogrammus","2010","2","3",116,113,91,184,"9.3091e-10",71.239,2.016,"[1.954, 2.071]",0.95,"[1.312, 2.734]","[1.305, 2.76]","[1.36, 2.697]","[1.35, 2.708]",0.659,0.795,0.805,NA
"Eastern Bering Sea","Gadus chalcogrammus","2010","2","4",116,54,51,184,"1.2260e-09",34.043,2.821,"[2.601, 2.968]",0.95,"[1.628, 4.197]","[1.615, 4.481]","[1.743, 4.179]","[1.707, 4.263]",0.429,0.6,0.944,NA
"Eastern Bering Sea","Gadus chalcogrammus","2010","2","5",116,70,69,184,"0.0000e+00",44.13,4.569,"[4.034, 4.968]",0.95,"[2.827, 7.587]","[2.744, 8.293]","[2.985, 7.149]","[2.885, 7.611]",0.59,0.742,0.986,NA
"Eastern Bering Sea","Gadus chalcogrammus","2010","3","4",113,54,46,184,"1.2678e-05",33.163,1.679,"[1.579, 1.754]",0.95,"[0.871, 2.559]","[0.822, 2.653]","[0.896, 2.544]","[0.881, 2.566]",0.38,0.551,0.852,NA
"Eastern Bering Sea","Gadus chalcogrammus","2010","3","5",113,70,53,184,"0.0019",42.989,1.026,"[0.966, 1.078]",0.95,"[0.349, 1.728]","[0.331, 1.756]","[0.383, 1.695]","[0.375, 1.704]",0.408,0.579,0.757,NA
"Eastern Bering Sea","Gadus chalcogrammus","2010","4","5",54,70,41,184,"1.2307e-11",20.543,2.38,"[2.302, 2.445]",0.95,"[1.609, 3.147]","[1.593, 3.225]","[1.658, 3.143]","[1.646, 3.158]",0.494,0.661,0.759,NA
"Eastern Bering Sea","Gadus chalcogrammus","2011","1","2",127,69,65,184,"1.2589e-09",47.625,2.619,"[2.446, 2.736]",0.95,"[1.586, 3.78]","[1.536, 4.013]","[1.644, 3.794]","[1.616, 3.849]",0.496,0.663,0.942,NA
"Eastern Bering Sea","Gadus chalcogrammus","2011","1","3",127,84,68,184,"0.0014",57.978,1.077,"[1.014, 1.131]",0.95,"[0.367, 1.824]","[0.364, 1.827]","[0.419, 1.763]","[0.41, 1.773]",0.476,0.645,0.81,NA
"Eastern Bering Sea","Gadus chalcogrammus","2011","1","4",127,99,80,184,"2e-04",68.332,1.218,"[1.159, 1.271]",0.95,"[0.529, 1.898]","[0.52, 1.943]","[0.573, 1.883]","[0.565, 1.892]",0.548,0.708,0.808,NA
"Eastern Bering Sea","Gadus chalcogrammus","2011","1","5",127,138,110,184,"2.1245e-07",95.25,1.889,"[1.817, 1.954]",0.95,"[1.114, 2.65]","[1.113, 2.698]","[1.178, 2.624]","[1.166, 2.637]",0.71,0.83,0.866,NA
"Eastern Bering Sea","Gadus chalcogrammus","2011","2","3",69,84,58,184,"0.0000e+00",31.5,2.872,"[2.786, 2.941]",0.95,"[2.073, 3.757]","[2.059, 3.764]","[2.128, 3.673]","[2.115, 3.69]",0.611,0.758,0.841,NA
"Eastern Bering Sea","Gadus chalcogrammus","2011","2","4",69,99,59,184,"5.7973e-12",37.125,2.389,"[2.303, 2.456]",0.95,"[1.608, 3.204]","[1.585, 3.281]","[1.652, 3.189]","[1.639, 3.206]",0.541,0.702,0.855,NA
"Eastern Bering Sea","Gadus chalcogrammus","2011","2","5",69,138,68,184,"3.1905e-10",51.75,3.764,"[3.229, 4.164]",0.95,"[2.014, 6.783]","[1.937, 7.49]","[2.179, 6.345]","[2.078, 6.807]",0.489,0.657,0.986,NA
"Eastern Bering Sea","Gadus chalcogrammus","2011","3","4",84,99,79,184,"0.0000e+00",45.196,4.111,"[3.957, 4.223]",0.95,"[3.105, 5.182]","[3.06, 5.388]","[3.165, 5.205]","[3.139, 5.249]",0.76,0.863,0.94,NA
"Eastern Bering Sea","Gadus chalcogrammus","2011","3","5",84,138,82,184,"5.0494e-12",63,3.457,"[3.148, 3.666]",0.95,"[2.091, 5.252]","[2.046, 5.638]","[2.209, 5.151]","[2.155, 5.307]",0.586,0.739,0.976,NA
"Eastern Bering Sea","Gadus chalcogrammus","2011","4","5",99,138,97,184,"0.0000e+00",74.25,3.931,"[3.621, 4.143]",0.95,"[2.549, 5.731]","[2.511, 6.118]","[2.677, 5.629]","[2.622, 5.786]",0.693,0.819,0.98,NA
"Eastern Bering Sea","Gadus chalcogrammus","2012","1","2",110,140,94,184,"4e-04",83.696,1.267,"[1.199, 1.328]",0.95,"[0.524, 1.987]","[0.511, 2.052]","[0.573, 1.982]","[0.562, 1.994]",0.603,0.752,0.855,NA
"Eastern Bering Sea","Gadus chalcogrammus","2012","1","3",110,73,58,184,"1.3543e-05",43.641,1.47,"[1.406, 1.524]",0.95,"[0.769, 2.166]","[0.757, 2.23]","[0.811, 2.163]","[0.802, 2.174]",0.464,0.634,0.795,NA
